Date,score
2021-04-22,-0.46598367393016815
2021-04-23,0.3019632548093796
2021-04-24,0.5805482268333435
2021-04-27,-0.5663867332041264
2021-04-28,-0.5474178651347756
2021-04-29,0.12914773821830747
2021-04-30,-0.6940263994038105
2021-05-01,-0.02708873152732849
2021-05-03,0.20072455406188966
2021-05-04,-0.576045323163271
2021-05-05,0.17681306600570681
2021-05-06,-0.3816431264082591
2021-05-07,-0.3435634175936381
2021-05-08,0.01895235478878021
2021-05-11,-0.5691774785518646
2021-05-12,-0.5109741985797882
2021-05-13,-0.4690035432577133
2021-05-14,0.015588432550430298
2021-05-17,-0.9333505034446716
2021-05-18,-0.44419585665067035
2021-05-19,-0.7202970385551453
2021-05-20,0.0960621489211917
2021-05-21,-0.5043346484502157
2021-05-22,-0.5711095929145813
2021-05-27,-0.06267512838045756
2021-05-28,-0.09975659474730492
2021-05-29,0.08610384166240692
2021-06-01,-0.038321000523865195
2021-06-02,-0.4414772192637126
2021-06-03,-0.5282714565594991
2021-06-04,0.11520179112752278
2021-06-05,0.04469770193099976
2021-06-07,-0.23828142881393433
2021-06-08,-0.23692629734675089
2021-06-09,-0.828182597955068
2021-06-10,0.13365664084752402
2021-06-11,-0.3511465589205424
2021-06-14,0.21627793709437057
2021-06-15,-0.2595466494560242
2021-06-16,-0.12975919991731646
2021-06-17,-0.8860948284467062
2021-06-18,-0.8360532522201538
2021-06-21,-0.18230140705903367
2021-06-22,0.5296262055635452
2021-06-23,-0.3251018822193146
2021-06-24,0.4577079862356186
2021-06-25,0.14444351196289065
2021-06-27,-0.0007001832127571106
2021-06-28,-0.23438190668821335
2021-06-29,-0.23435519138971964
2021-06-30,0.13348262012004855
2021-07-01,-0.23708824813365936
2021-07-02,-0.34816011786460876
2021-07-05,0.1010553315281868
2021-07-06,-0.47310351878404616
2021-07-08,-0.6094612379868826
2021-07-09,0.3460083305835724
2021-07-12,-0.373134084045887
2021-07-13,-0.7118184367815653
2021-07-15,-0.487885316212972
2021-07-16,-0.3793579538663228
2021-07-19,-0.9264209866523743
2021-07-20,0.1763925552368164
2021-07-21,0.4249604245026906
2021-07-22,-0.459579948335886
2021-07-23,0.18524269262949625
2021-07-26,-0.8213062286376953
2021-07-27,-0.8332706809043884
2021-07-28,0.11242649704217911
2021-07-29,-0.027599831422170002
2021-07-30,-0.8402603069941202
2021-08-02,0.40256766974925995
2021-08-03,0.10546275973320007
2021-08-04,-0.8286002874374391
2021-08-05,0.32346591353416443
2021-08-06,-0.9488152861595154
2021-08-07,0.10717257112264633
2021-08-09,-0.2300115004181862
2021-08-10,0.4682548027485609
2021-08-11,0.20833159238100052
2021-08-12,-0.9376320838928224
2021-08-13,0.030063420534133925
2021-08-14,0.23813723027706146
2021-08-15,-0.9482516646385192
2021-08-16,-0.31973359982172644
2021-08-17,-0.5146877815326055
2021-08-18,-0.8427004814147949
2021-08-19,-0.4879327118396759
2021-08-20,-0.03160989284515375
2021-08-22,0.05890567973256111
2021-08-25,0.00048134103417396545
2021-08-26,0.22164016962051392
2021-08-27,-0.006919463475545247
2021-08-29,-0.8794660568237305
2021-08-30,0.5557877818743387
2021-08-31,-0.0637092858552933
2021-09-01,0.04359559342265129
2021-09-02,0.08699999749660492
2021-09-03,-0.12245403230190277
2021-09-04,-0.1338808238506317
2021-09-07,-0.9446250498294831
2021-09-08,-0.6256945580244064
2021-09-09,-0.9252673387527466
2021-09-10,-0.961155652999878
2021-09-11,-0.15459534898400307
2021-09-13,-0.9213963150978088
2021-09-14,-0.6413426945606867
2021-09-15,-0.5345925092697144
2021-09-16,0.41187636740505695
2021-09-17,0.5460624694824219
2021-09-20,-0.8994077444076538
2021-09-21,-0.07854472969969113
2021-09-22,0.06623125076293945
2021-09-23,0.28175077587366104
2021-09-24,-0.050614625215530396
2021-09-27,-0.9474331140518188
2021-09-28,-0.9506892561912536
2021-09-30,-0.9420137703418732
2021-10-01,0.29779556145270664
2021-10-05,0.6796408891677856
2021-10-06,0.13999196887016296
2021-10-07,0.8681365251541138
2021-10-08,-0.954326033592224
2021-10-09,0.03116176463663578
2021-10-10,0.4494365286082029
2021-10-11,-0.42920826002955437
2021-10-12,-0.3281589299440384
2021-10-13,-0.38107412308454514
2021-10-14,0.8492026329040527
2021-10-15,0.2901275157928467
2021-10-16,-0.2512794435024261
2021-10-18,-0.23455752432346344
2021-10-19,0.6464294195175171
2021-10-20,-0.9070668220520021
2021-10-21,0.19500742852687836
2021-10-22,-0.9289472103118896
2021-10-24,0.6008955240249634
2021-10-25,0.2060013711452484
2021-10-26,-0.8790199756622314
2021-10-27,-0.5502339899539948
2021-10-28,0.5881074070930481
2021-10-29,-0.02943170070648193
2021-11-01,0.6260194778442383
2021-11-02,-0.14991984516382217
2021-11-03,-0.5086055994033813
2021-11-04,0.6491249799728394
2021-11-05,0.3967083096504211
2021-11-08,0.4898444414138794
2021-11-09,-0.06434231996536255
2021-11-10,-0.5163628198206425
2021-11-11,-0.8706721663475037
2021-11-12,0.27275492002566654
2021-11-15,-0.6560009717941284
2021-11-16,-0.25191740691661835
2021-11-17,-0.7659886479377747
2021-11-18,0.1499503254890442
2021-11-19,0.10043291747570038
2021-11-21,-0.0002960897982120514
2021-11-22,0.1327990690867106
2021-11-23,-0.3555477261543274
2021-11-24,-0.5562580972909927
2021-11-26,-0.9446256160736084
2021-11-29,-0.2515822467394173
2021-11-30,-0.8030603528022766
2021-12-01,-0.10361111909151079
2021-12-02,-0.34270373235146206
2021-12-03,-0.9497422575950624
2021-12-04,-0.3633548021316528
2021-12-05,0.08562631160020827
2021-12-06,0.1086614429950714
2021-12-07,0.2549648284912109
2021-12-08,-0.2602031324058771
2021-12-09,-0.914628803730011
2021-12-10,0.11950375698506832
2021-12-13,-0.9316698908805848
2021-12-14,-0.33442211151123047
2021-12-15,0.291806439558665
2021-12-16,-0.9528426527976991
2021-12-17,-0.7455325424671173
2021-12-18,0.3150133490562439
