Date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,score
1477872000,2176.7993491122197,2181.8172118219286,2183.1464991615508,2170.5181034819643,4293416466.9184937,4241850238.469713,3787833764.1438437,2186.7035768792653,2181.903002336414,2182.427656658104,5.696847947162496,25.478552847221593,29.23421809805601,0.0
1477958400,2173.5739635134883,2178.6897231197954,2181.271333411406,2166.5129320714987,4196469252.331692,4235334133.15189,3825822437.119147,2184.300212819014,2182.798474162504,2181.0655500204707,4.568581694526074,18.55471981611048,30.77913990421409,0.0
1478044800,2170.2980981963474,2175.3835853762303,2179.258729782531,2162.4332057237907,4007227110.075828,4193450049.3044076,3854977453.0107703,2181.5407982443216,2183.3823086891325,2179.4090189706053,3.371226209816541,15.371082147410092,32.327691751839644,0.0
1478131200,2167.082638065628,2172.0101101852633,2177.188415479476,2158.406183573633,3886564539.0552397,4129163973.6619773,3871670012.241408,2178.5134013063334,2183.640323134557,2177.512652677532,2.138204708977355,13.133731631840194,34.016198160057556,0.0
1478217600,2164.038285760625,2168.683406110331,2175.1426994989747,2154.5600815112525,3939403734.7932773,4064616220.6349063,3881635684.120021,2175.3168073227102,2183.5678808540347,2175.439673151854,0.9049409024050874,15.040644551676051,35.624604075449554,0.0
1478476800,2161.2720479972368,2165.5198474759477,2173.204744319131,2151.019760432704,4093888650.0893593,4024710657.2690787,3895395759.46035,2172.057334453513,2183.1703022792717,2173.260038512682,-0.2922726810475069,45.17260674676815,34.42569696823175,0.0
1478563200,2158.876857903783,2162.6280763797745,2171.450960104005,2147.8992792069466,4191709661.656604,4023758739.134061,3918559589.298817,2168.845005105509,2182.4628308838833,2171.047241495928,-1.4179990837315015,51.236702299494546,32.42258495003557,0.0
1478649600,2156.9422888998315,2160.1082637282834,2169.9574567642167,2145.3016245006706,4174545621.462182,4057222441.4113326,3948183764.8536854,2165.7899407759196,2181.4702545779446,2168.8772487888364,-2.438143518243578,65.39555893188029,30.79001495136933,0.0
1478736000,2155.543846839372,2158.0557561740975,2168.793233152621,2143.3192032963902,4131700538.433503,4106249641.286985,3978555539.556194,2162.9990699736873,2180.226514090295,2166.8259561812265,-3.3211734986157357,65.38881417054128,29.77895787272864,0.0
1478822400,2154.747344563636,2156.548959332546,2168.022601919069,2142.025575449331,4156998375.7786226,4149768569.484053,4008261660.768098,2160.5721806181296,2178.7737532132264,2164.967708240059,-4.0386966163605384,66.07308480316361,28.840119156848008,0.0
1479081600,2154.6046288282137,2155.6584095836997,2167.7047631131145,2141.4806990114785,4204178628.560465,4171826565.178274,4039202810.3188696,2158.59989303968,2177.1617287986187,2163.3733883305445,-4.566218301563822,64.87891585021438,28.199693157048678,0.0
1479168000,2155.150538484825,2155.4394554697,2167.8868660593075,2141.725344400337,4133468151.1435966,4160178263.075674,4069340134.4027033,2157.1621688576647,2175.4464956488705,2162.108334508126,-4.883933742702085,70.0039112041773,27.99394879004292,0.0
1479254400,2156.3986210419484,2155.926888197162,2168.600530403536,2142.77666336797,3895302188.337883,4104329576.4508147,4089628652.0109,2156.325893751441,2173.688809838667,2161.2299170517913,-4.977636590971997,69.44791230396471,27.802900449251858,0.0
1479340800,2158.347305341678,2157.137654569788,2169.8681659624,2144.6325160329857,3613558909.3611884,4000701250.6363506,4090409801.826647,2156.142273430579,2171.9525133656994,2160.786438327158,-4.838874700709766,72.93544528513269,27.99070103098229,0.0
1479427200,2160.9720437036144,2159.067722164451,2171.692904660484,2147.266043930589,3457638087.8801827,3860829193.056664,4070389309.9573326,2156.6460259969604,2170.3026411347555,2160.8149930004597,-4.465633410797182,67.86584694776589,28.23978307196481,0.0
1479686400,2164.2355815834053,2161.6932362380626,2174.067034016774,2150.632640977511,3459444623.342056,3711882392.0129814,4037567463.2325115,2157.8529913278326,2168.803448925072,2161.341237397836,-3.8619782854316327,72.89653827496622,28.824968954310194,0.0
1479772800,2168.0798226193474,2164.9739746030405,2176.967122848387,2154.6681307021468,3501517661.789893,3585492294.1422405,4001190857.3759656,2159.759895154501,2167.5168204841725,2162.3779428165303,-3.038354862002961,73.44576444365893,29.60063848254486,0.0
1479859200,2172.4354326790053,2168.8505526522304,2180.3578685786024,2159.2921957719423,3484393290.739037,3503310514.622472,3964578145.447257,2162.3446280455146,2166.500315204299,2163.9252489492183,-2.010984655275479,75.9021421282533,30.320903044477053,0.0
1480032000,2177.2201228352474,2173.2514798371126,2184.1919438334185,2164.4124315502772,3454939969.5248427,3471586726.655202,3926925398.0601296,2165.5673930989788,2165.8055344523946,2165.9706141624533,-0.8014630887628299,78.47288194065199,31.323343305493736,0.0
1480291200,2182.3423176219508,2178.090437839886,2188.411087985721,2169.9231025339773,3530512681.317509,3486161645.342668,3890343907.129573,2169.3719362340657,2165.4767375429665,2168.489337771607,0.5639093818181209,68.60036733456461,31.697139799277323,0.0
1480377600,2187.7055010005743,2183.271959325412,2192.9486605603547,2175.713490218662,3719578174.7506967,3538188355.624397,3861651992.521183,2173.687680851536,2165.5494749181407,2171.4456705760635,2.055051622512565,70.51716578818959,31.83652745276327,0.0
1480464000,2193.209167106998,2188.695477917643,2197.7328083820335,2181.668827884318,3878891281.4299006,3613663079.552397,3845773093.976093,2178.4319815144563,2166.0497626580327,2174.7939008115923,3.6389449577854975,63.616442705496645,32.1384482458654,0.0
1480550400,2198.753603583302,2194.255807218183,2202.686553429123,2187.673673973506,3866980220.9776897,3690180465.600128,3838760749.521187,2183.513032427647,2166.993373750131,2178.4800089303158,5.280708800250976,54.72592050322337,31.35874956908145,0.0
1480636800,2204.2413984358186,2199.849152929006,2207.732974511318,2193.61799688757,3708067326.711443,3740805937.0374475,3829835888.903997,2188.832567046026,2168.3853258873182,2182.4432996234705,6.944584804090028,55.36654815870779,30.634743654924932,0.0
1480896000,2209.579337175867,2205.374308838981,2212.7935247609203,2199.3957353506044,3558446616.421485,3746392724.058243,3810788032.9854064,2194.2893412458448,2170.219871023751,2186.6180746315313,8.594869267225931,58.59160996207242,30.599242033400607,0.0
1480982400,2214.6798219328907,2210.734230137815,2217.789899852948,2204.908902280315,3520082215.279982,3706493532.1641006,3782097711.2449384,2199.7817954083253,2172.4805901568434,2190.935266524048,10.196756228736376,62.339113486963605,30.738295823626913,0.0
1481068800,2219.466289126014,2215.839681088409,2222.648739789941,2210.0719078817906,3536716134.669704,3638058502.812061,3749348034.895593,2205.2106360424787,2175.1411703922754,2195.324654616659,11.717419963516932,76.85941410831225,32.031968055950195,0.0
1481155200,2223.8710292740648,2220.613649233142,2227.2993439715146,2214.8125544272084,3496800116.593245,3564022481.935172,3715460759.6521454,2210.482204445471,2178.1664396675187,2199.7164045639515,13.126666605556693,78.40667587013633,33.53725994952261,0.0
1481241600,2227.843812329485,2224.9878084129155,2231.6818446624443,2219.07163657756,3403615792.121942,3503132175.0172715,3679056522.336568,2215.5099355422526,2181.513042279459,2204.0436980663408,14.398102747124994,81.15247655561741,35.160712013441874,0.0
1481500800,2231.3482376729053,2228.912268332196,2235.7460714444387,2222.809713404141,3386630599.210949,3468768971.575165,3640538133.5081854,2220.2175274408955,2185.131207729442,2208.244396467351,15.509716529343224,78.99598589196069,36.78211420433313,0.0
1481587200,2234.3645001172176,2232.352641879516,2239.4531968511305,2226.0053749617127,3536457639.0376525,3472044056.3266983,3607152084.0320454,2224.5412097892354,2188.9659193442326,2212.262873951946,16.44450363029273,81.48247600022654,38.622925164781655,0.0
1481673600,2236.8858915205965,2235.290497438291,2242.7736776659062,2228.6536213007084,3773080912.677705,3519317011.9282975,3589132722.1087494,2228.431373059212,2192.9584714426624,2216.0510305009693,17.190621571986867,65.76821442704716,38.976516998004534,0.0
1481760000,2238.925072331555,2237.7251536198946,2245.6927585702565,2230.7699089398247,3920065364.0054727,3603970061.410745,3590370880.892129,2231.8536739365627,2197.0483847137994,2219.570113859521,17.74195208590345,69.40634983471072,39.304852271711475,0.0
1481846400,2240.502712307378,2239.671513694292,2248.205737666275,2232.3809869266597,3896853836.6791773,3702617670.3221908,3604535627.258029,2234.7904149928377,2201.175077670024,2222.790513620729,18.097570326092864,61.611717914629786,39.60973502586794,0.0
1482105600,2241.655766288004,2241.1551192132392,2250.3202391270347,2233.528305164313,3791075628.7939095,3783506676.2387843,3621207504.3037143,2237.238985169047,2205.279447522464,2225.6928601849263,18.261930001891415,63.35456341683052,39.89284044044179,0.0
1482192000,2242.4281240213313,2242.2171270550434,2252.052397111236,2234.2641701478206,3728751601.423432,3821965468.71594,3634672853.2077827,2239.211882204152,2209.305642063313,2228.267516159757,18.244201247960067,65.62772636212813,40.36121556879401,0.0
1482278400,2242.8720121459687,2242.9050699001677,2253.427300418513,2234.6477107182,3709305277.6845007,3809210341.7172976,3645062234.0025134,2240.734796696527,2213.202196828169,2230.514361696097,18.057809952139,60.33033826439568,40.6856064768266,0.0
1482364800,2243.0477698152367,2243.2762360059705,2254.4782077615273,2234.747172925213,3621187182.157922,3749434705.3477883,3651901928.5734572,2241.8450131737422,2216.923480995856,2232.442578329811,17.720010432424715,58.381878710035345,40.00970578813386,0.0
1482451200,2243.018326415583,2243.3954573936494,2255.246431324019,2234.6345419960394,3411723221.891496,3652408582.390252,3649741091.1917896,2242.589801913614,2220.4306798736825,2234.069616496853,17.251066487007847,60.932643406890456,39.415453003415635,0.0
1482796800,2242.849045387369,2243.3297186111126,2255.7771431106758,2234.382329201805,3188567815.144877,3531907019.660445,3632643847.883159,2243.0247217931887,2223.6926439122444,2235.420297864625,16.67356301200016,62.85007685231328,39.387427944167904,0.0
1482883200,2242.6030174786993,2243.14708471645,2256.117708211068,2234.0607177439183,3113479585.7013607,3408852616.5160317,3602338918.430692,2243.21071332547,2226.6864001817958,2236.5253316514054,16.011464752405118,44.161271214594564,37.73126796954932,0.0
1482969600,2242.343605288036,2242.9125038374177,2256.318154275851,2233.738344878308,3217190014.326132,3310429563.844357,3569253855.0755033,2243.21220011292,2229.3972514777847,2237.4204506724254,15.289566114977786,43.98739567581604,35.819250090409795,0.0
1483056000,2242.126818619436,2242.6907321559784,2256.4305012854825,2233.4760510818724,3367170113.608867,3259626150.1345468,3544263349.707063,2243.095099342921,2231.818997724675,2238.144507279658,14.532442421321775,35.59200998233399,33.3060935860219,0.0
1483401600,2242.0033071344033,2242.5373608636155,2256.502860462118,2233.3273836908124,3427312931.9350834,3262744092.1432643,3530225629.9682436,2242.923480036915,2233.953408121405,2238.7381687957723,13.763789694764455,41.721399576496594,31.570507971723927,0.0
1483488000,2242.012194883424,2242.499955140464,2256.5784539366728,2233.333162518003,3409280368.4221807,3306886602.798725,3522767317.5682797,2242.757527342785,2235.809690436479,2239.2418651169496,13.005425587614354,49.60710778639052,30.493190677902074,0.0
1483574400,2242.185059406445,2242.6171678222395,2256.697394555872,2233.5242459613432,3427796872.383677,3369750060.135188,3518153050.4234643,2242.6515439639434,2237.4038373207,2239.6946642384105,12.27684545891907,50.285376353402484,29.399125749377717,0.0
1483660800,2242.547284883444,2242.9168130040584,2256.8950738361473,2233.9225886624827,3525092846.671887,3431330626.6043386,3517571886.0235724,2242.652405797271,2238.757693916482,2240.133528953031,11.595008980654711,55.1244694393443,28.992319812939407,0.0
1483920000,2243.114449082846,2243.42108864505,2257.2027773034038,2234.5404390968242,3596947369.1280365,3477286077.7081733,3522579248.6503134,2242.798477095085,2239.898065887078,2240.5921320499256,10.973913624921806,50.66851003592669,28.614571443389536,0.0
1484006400,2243.8939031488544,2244.138472121412,2257.644159762678,2235.3778893414574,3520023530.749854,3495828197.4711275,3528399635.581708,2243.118699346645,2240.8555990725026,2241.100096834376,10.424420281679886,49.8754672265067,28.48134811569089,0.0
1484092800,2244.8855843871816,2245.0711795029824,2258.238235988169,2236.427688788025,3319274559.72203,3477827035.7310967,3525031833.6072617,2243.632944219148,2241.663544631042,2241.6824795348075,9.95421721659386,56.19584791958857,27.922467858677425,0.0
1484179200,2246.078215090784,2246.211519490666,2258.9961519755084,2237.674421209049,3158059900.5878572,3423879641.371933,3506111946.6847725,2244.3518145528337,2242.3564885116,2242.3587465434193,9.567524760570905,55.37760822947332,26.789454565489546,0.0
1484265600,2247.4596001061964,2247.541237217033,2259.923700578841,2239.096712850857,3157992076.6362762,3350459487.364811,3475357504.8827014,2245.2766993954283,2242.969025500537,2243.1434932453853,9.265724920066534,57.27716412847706,26.20513441486052,0.0
1484611200,2249.009246309292,2249.0410615949763,2261.021261329495,2240.666209191408,3271566178.415757,3285383249.222355,3442932545.603216,2246.400693985414,2243.534820899291,2244.0459167936788,9.04729824732476,55.527563376077225,24.884544227720557,0.0
1484697600,2250.7071138652273,2250.6838810964828,2262.285052130569,2242.3551047900123,3363303739.951043,3254039291.0625925,3416255040.766809,2247.7097757804286,2244.0854392694005,2245.070716343147,8.90850555095085,58.65344135481944,23.658281911090604,0.0
1484784000,2252.528464049666,2252.4423518602107,2263.7077322984587,2244.1331831129187,3390297093.832888,3268243797.884764,3396216114.018758,2249.184010251874,2244.649800901749,2246.2180621441503,8.843536295844842,47.451527760823424,22.080832186157526,0.0
1484870400,2254.4509619933647,2254.286726183133,2265.27870073828,2245.97269266369,3448352067.4803104,3326302231.2632546,3382196137.321602,2250.799051590367,2245.253280858153,2247.4846621209526,8.845215076717068,49.24483892688684,20.838632652422078,0.0
1485129600,2256.454161155559,2256.190811975357,2266.9872249464665,2247.850115729696,3627854835.29733,3420274782.9954658,3378123615.2022433,2252.5289665420323,2245.917567961913,2248.8645850493535,8.905529552427652,45.87873834432518,19.717034169750452,0.0
1485216000,2258.5229592707283,2258.133410212565,2268.823893087705,2249.7498239162383,3868920103.559743,3539745568.0242624,3390510261.2723346,2254.3474362655497,2246.6604266722425,2250.350488775719,9.01632929554853,60.30203645113215,18.991895397992128,0.0
1485302400,2260.646195847835,2260.097438208609,2270.7783790940302,2251.6611157075617,4008502604.348721,3668785340.9037976,3420349230.395196,2256.2301476879747,2247.4955257129905,2251.934443709891,9.169763017300738,67.8144116019168,19.279922122517487,0.0
1485388800,2262.8163999359595,2262.071254862817,2272.84208821745,2253.580242777537,3966391518.7587647,3784004225.888974,3459240415.5758905,2258.1559282884964,2248.4326025255755,2253.6085908215937,9.358597592457954,64.97232851548358,19.6311279834986,0.0
1485475200,2265.0365790686647,2264.0506020299845,2275.010718401029,2255.51401348645,3836630512.7857776,3861659914.950067,3495397961.930111,2260.108703457866,2249.4777783912523,2255.3667428596045,9.577002531244034,58.81454832097654,19.715412837476148,0.0
1485734400,2267.315400420841,2266.0410596082525,2277.284236887845,2257.478795615385,3770176005.050095,3890124148.900621,3523047261.4663095,2262.0787529844456,2250.634206179794,2257.2049978690256,9.820764200481337,52.241078592197816,18.715748321215514,0.0
1485820800,2269.6706674856,2268.058731677596,2279.667427456298,2259.50293282386,3797124426.666274,3875765013.521926,3544544977.1191797,2264.063817277452,2251.9026061558748,2259.1227931946523,10.087712576696504,57.33292861859337,17.843091520429088,0.0
1485907200,2272.122866599558,2270.125891014284,2282.1670390258005,2261.617501595061,3812029003.7638006,3836470293.404943,3563780780.7106156,2266.069507838587,2253.282032663409,2261.1228044877153,10.37751750075131,49.88205389082602,16.843740349892663,0.0
